523.0 HD_66428_b 5.21877876e+27 2.109268e+30 4.70131464e+11 0.465 4.16212406051e+11 2.1861113076e+11 2.5152033324e+11 6.8874259476e+11 5.41098187183
524.0 HD_52265_b 2.03349822e+27 2.32596e+30 74781748800.0 0.325 70722147978.8 24304068360.0 50477680440.0 99085817160.0 0.326892750269
528.0 CoRoT-16_b 1.021089836e+27 2.182824e+30 9243395040.0 0.33 8725588664.8 3050320363.2 6193074676.8 12293715403.2 0.0146639474427
529.0 HD_216770_b 1.227867446e+27 1.7892e+30 68193215200.0 0.37 63353662330.3 25231489624.0 42961725576.0 93424704824.0 0.324560220973
555.0 HD_96167_b 1.29931386e+27 2.60428e+30 2.01547104e+11 0.71 1.41929808361e+11 1.4309844384e+11 58448660160.0 3.4464554784e+11 1.36689133296
556.0 HD_43197_b 1.132855464e+27 1.90848e+30 1.373368392e+11 0.83 76601461099.6 1.13989576536e+11 23347262664.0 2.51326415736e+11 0.898151810381
558.0 HD_183263_b 6.7843061e+27 2.228548e+30 2.22912976e+11 0.35672 2.08247831661e+11 79517516798.7 1.43395459201e+11 3.02430492799e+11 1.71871953391
561.0 HD_145377_b 1.097425498e+28 2.22656e+30 67329574400.0 0.307 64078196564.1 20670179340.8 46659395059.2 87999753740.8 0.28543326597
573.0 HD_96127_b 7.60530498e+27 1.80908e+30 2.12599552e+11 0.3 2.02807046856e+11 63779865600.0 1.488196864e+11 2.763794176e+11 1.77675528386
574.0 HD_17156_b 6.2686195e+27 2.55458e+30 24414271200.0 0.6819 17857706644.3 16648091531.3 7766179668.72 41062362731.3 0.0581860501894
576.0 HD_30562_b 2.52916092e+27 2.538676e+30 3.50188168e+11 0.76 2.27595370054e+11 2.6614300768e+11 84045160320.0 6.1633117568e+11 3.17074669196
587.0 HD_190360_b 2.91365776e+27 1.954204e+30 5.9433836e+11 0.313105 5.64454145055e+11 1.86090312208e+11 4.08248047792e+11 7.80428672208e+11 7.99058687701
590.0 HD_37605_b 5.31770252e+27 1.988e+30 42387215200.0 0.6767 31207962772.6 28683428525.8 13703786674.2 71070643725.8 0.150888840572
600.0 HD_142022_b 8.47954276e+27 1.7892e+30 4.38571848e+11 0.53 3.71907892735e+11 2.3244307944e+11 2.0612876856e+11 6.7101492744e+11 5.29352131022
607.0 HIP_57050_b 5.6510103e+26 6.7592e+29 24460497600.0 0.314 23223358588.7 7680596246.4 16779901353.6 32141093846.4 0.113439229288
610.0 HD_92788_b 6.76432016e+27 2.143064e+30 1.422908432e+11 0.334 1.3411951749e+11 47525141628.8 94765701571.2 1.89815984829e+11 0.893842176575
612.0 HD_154857_b 4.42740766e+27 3.415384e+30 1.93292176e+11 0.47 1.70612512019e+11 90847322720.0 1.0244485328e+11 2.8413949872e+11 1.12102326905
613.0 HD_163607_b 1.459290586e+27 2.16692e+30 53736469600.0 0.73 36726036730.2 39227622808.0 14508846792.0 92964092408.0 0.206298106192
621.0 HD_171028_b 3.72343946e+27 1.96812e+30 1.96004424e+11 0.59 1.58254607968e+11 1.1564261016e+11 80361813840.0 3.1164703416e+11 1.50794675773
